'level1';'level2';'level3';'filter0';'filter1';'filter3';'Data[1]';'Data[2]';'Data[3]';'Data[9]';'Data[4]';'Data[6]';'Data[7]';'Data[8]';'Data[5]'
'ฉะเชิงเทรา';'บางน้ำเปรี้ยว';'ดอนฉิมพลี';'1146313';'1118900';'สุเหร่าสมอเอก';'อาคารเรียน อาคารประกอบ พื้น น้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';' - อาคารเรียน เทพื้น คสล.564 ตรม.,เทพื้น คสล.ทางเท้า 487 ตรม./อาคารเอนกประสงค์เทพื้น คสล.164 ตรม.,เทพื้น คสล.ทางเท้า120 ตรม./สนามวอลเลย์บอล เทพื้น คสล 108 ตรม./ทางเท้าเทพื้น คสล.45 ตรม./ถนนเทพื้น คสล.564 ตรม.ขุดร่องน้ำทำคันดิน 163 ตรม.';'24010053';'นายสมบัติบุญเกิด';'038585507';;;'cha1252srsa'
'ฉะเชิงเทรา';'บางน้ำเปรี้ยว';'บึงน้ำรักษ์';'578023';'564200';'สุเหร่าคลอง 14';'โรงจอดรถจักรยาน อาคารเรียน น้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';' - อาคารเรียน พื้น คสล. 600 ตรม./โรงจอดรถจักรยาน พื้น คสล. 175 ตรม./สร้างเขื่อนกั้นน้ำ 175 ตรม.';'24010075';'นายสนั่น   นุชพงษ์';;;;
'ฉะเชิงเทรา';'บางน้ำเปรี้ยว';'หมอนทอง';'902072';'880500';'สุเหร่าคลอง 19';'อาคารเรียน ทางเท้า โรงจอดรถ น้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';' - ปรับปรุงสนาม ถมทราย 200 ลบม.คอนกรีตเสริมเหล็ก 1,000 ตรม.ถมทรายหน้าอาคารเรียน 72 ลบม.คอนกรีตเสริมเหล็ก 288 ตรม.ถมทรายโรงจอดรถจักรยาน 35 ตรม.คอนกรีตเสริมเหล็ก 175 ตรม.ถมดินหอละหมาด 71 คิว คอนกรีตเสริมเหล็ก 264 ลบม.';'24010092';'นายวรรณรักษ์  สุขศิริ';'038566249';;'038566249';'srk19423_cha1@hotmail.com'
'ขอนแก่น';'เขาสวนกวาง';'นางิ้ว';'419021';'409000';'บ้านแสงสว่าง';'น้ำท่วมอาคารเรียน  เสียหาย ';'1 หลัง';'ปูพื้นกระเบื้อง ทาสีอาคารเรียน';'40040161';'นายบุตรศรี  นารี';'043260365';;;
'ขอนแก่น';'อุบลรัตน์';'เขื่อนอุบลรัตน์';'1213008';'1184000';'บ้านโนนสวรรค์เก่าข่า';'น้ำท่วมโรงเรียน อาคารเรียน  อาคารโรงอาหาร ส้วม บริเวณสนาม เสียหาย ';'1 หลัง  1 แห่ง';'ถมดิน เทพื้น คสล.บริเวณโรงเรียน  เทพื้น ปูพื้นกระเบื้องอาคารโรงอาหาร เปลี่ยนบานประตู ,  เทพื้น คสล. ปูพื้นกระเบื้อง เปลี่ยนวงกบและประตู PVC ก่ออิฐฉาบปูนผนัง เปลี่ยนโถส้วม';'40040076';'นายเรืองยศ  อัญชุลี';'043260284';;;
'ฉะเชิงเทรา';'เมืองฉะเชิงเทรา';'คลองเปรง';'692460';'675900';'ตลาดเปร็ง';'อาคารเรียน พื้น คสล.น้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';' - พื้นคสล.ห้องสมุด ห้องคอมฯ ห้องพักครู 216 ตรม./พื้นคสล.อาคารเรียน 50 ตรม./ถมดินลูกรัง 370 ตรม.ถมทราย 6 ลบม.ปูตัวหนอน 20 ตรม.';'24010009';'นางปนัดดามักสัมพันธุ์';;;;
'ฉะเชิงเทรา';'บางน้ำเปรี้ยว';'บางขนาก';'587653';'573600';'ปากคลองบางขนาก';'อาคารเรียน สนามฟุตบอล น้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';' - ถมทรายสนามฟุตบอล 500 ลบม./เทพื้น คสล.ถนน 668 ตรม./เทพื้น คสล.อาคารเรียน 200 ตรม.';'24010060';'นางสาวณัฐฏภัฏ    สุวรรณเจริญ';'038524190';;'038524190';'pkk11_cha@hotmail.com'
'ฉะเชิงเทรา';'เมืองฉะเชิงเทรา';'คลองหลวงแพ่ง';'1211061';'1182100';'แพ่งพิทยาภูมิ';'อาคารเรียน ส้วม น้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';' - อาคารเรียน ดีดอาคารเรียน 1 หลัง 5 ห้อง,ถมทรายปรับพื้น 380.22ลบม./ส้วม ถมทรายปรับพื้น 50 ลบม.,เทพื้นคอนกรีต 50 ลบม.';'24010010';'นายสกลสัตยธรรม';'038502115';'038514292';;
'ฉะเชิงเทรา';'บางน้ำเปรี้ยว';'ดอนเกาะกา';'575154';'561400';'วัดราษฎร์บำรุงศักดิ์';'อาคารเรียน อาคารประกบน้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';' - พื้นคสล.อาคารเรียน 80 ตรม./โรงฝึกงานพื้นคสล.125 ตรม.,ทางเท้า คสล.30 ตรม.,ถมดินหน้าและหลังอาคาร 2,830 ตรม./ปรับพื้นปูอิฐสนามเด็กเล่น 150 ตรม./พื้นสนามวอลเลย์บอล คสล.150 ตรม.ทางเท้า คสล.160 ตรม.';'24010046';'นายสรพงษ์  ดีพิน';'038';'080';;'wrd32_cha1@hotmail.com'
'ฉะเชิงเทรา';'บ้านโพธิ์';'ดอนทราย';'658036';'642300';'วัดดอนทราย';'ทางเดินน้ำท่วมเสียหาย';'1 แห่ง';' - ถมทรายบริเวณโรงเรียน 900 ตรม./พื้น คสล.ทางเดิน 720 ตรม.';'24010136';'นางสาวธัญญธรอนุศิริกุล';'0814946254';;;'wds07-cha1@hotmail.com'
'ฉะเชิงเทรา';'บางน้ำเปรี้ยว';'ดอนฉิมพลี';'675863';'659700';'วัดรามัญ';'พื้น คสล. โรงอาหาร น้ำท่วมเสียหาย';'1 แห่ง';' - ถมทรายสนาม 1,600 ลบม.,พื้น คสล.หน้าและหลังอาคาร 480 ตรม.,พื้น คสล.หน้าโรงอาหาร 172 ตรม.';'24010056';'นายทนงศักดิ์พฤกษาชีวะ';'038566320';;'038566320';'supin.t@obec.go.th'
'ฉะเชิงเทรา';'บางน้ำเปรี้ยว';'บางขนาก';'807716';'788400';'วัดประชาบำรุงกิจ';'พื้นคสล. โรงอาหาร น้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';' - ถมดินลูกรัง 583.20 ลบม.พื้น คสล.อาคาร 800 ตรม.,ถมดินลูกรัง 44.82 ลบม.,แผ่นคอนกรีต 33 แผ่นทางเท้า คสล.149.40 ตรม./ถมดินลูกรังโรงอาหาร 78.20 ลบม.,เทพื้น คสล.โรงอาหาร 391 ตรม.';'24010064';'นายวัลลภบุญกิตติเจริญ';'038581321';;;
'ฉะเชิงเทรา';'บางน้ำเปรี้ยว';'หมอนทอง';'245675';'239800';'สุเหร่าคลอง 18';'สนามเด็กเล่น น้ำท่วมเสียหาย';'1 แห่ง';' - ถมดินสนาม 300 ลบม./หินคลุกโรงจอดรถ 50 ลบม./ถมทรายสนามเด็กเล่น 50 ลบม.หินคลุกถนน 200 ลบม./';'24010094';'นายสมัยดอเลาะห์';'038582347';;;
'ฉะเชิงเทรา';'บ้านโพธิ์';'สิบเอ็ดศอก';'807716';'788400';'วัดประชาบำรุงกิจ';'พื้นคสล. โรงอาหาร น้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';' - ถมดินลูกรัง 583.20 ลบม.พื้น คสล.อาคาร 800 ตรม.,ถมดินลูกรัง 44.82 ลบม.,แผ่นคอนกรีต 33 แผ่นทางเท้า คสล.149.40 ตรม./ถมดินลูกรังโรงอาหาร 78.20 ลบม.,เทพื้น คสล.โรงอาหาร 391 ตรม.';'24010149';'นายขวัญชัย  พูลเจริญ';'019306267';;;'wpch10_cha1@hotmail.com'
'ฉะเชิงเทรา';'บางน้ำเปรี้ยว';'ศาลาแดง';'1591356';'1553300';'วัดบึงทองหลาง';'อาคารเรียน ถนน น้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';' - อาคารเรียน พื้น คสล. 900 ตรม.,ถมทราย 120 ลบม.,พื้น คสล.ถนน 480 ตรม.,ทางระบายน้ำ 60 ม./โรงอาหาร พื้น คสล.90 ตรม.,ก่อผนังฉาบ 117 ตรม.,ประตูไม้ 6 บาน/คันกั้นน้ำ 20 ม./สนาม บล็อกปูถนน 168.5 ตรม.';'24010088';'นายสมพร อุดมพันธ์';'0816824689';;;
'ฉะเชิงเทรา';'บางคล้า';'หัวไทร';'307350';'300000';'วัดหัวไทร';'น้ำท่วมโรงเรียน อาคารเรียน ส้วม ';'1 หลัง';'1. ปรับปรุงอาคารเรียนแบบ  019 
1.1 เปลี่ยนโครงสร้างเสาตอม่อ ขนาด 12"×12" 1.2 เปลี่ยนบานประตูไม้อัดสัก ขนาด 1.00 ม.×2.00 ม.  2. ปรับปรุงซ่อมแซมอาคารเรียนแบบ  017  2.1 เปลี่ยนบานประตูทึบไม้เนื้อแข็ง ขนาด 0.60 ม.x1.80 ม. 3. ห้องส้วม  จำนวน  8  ห้อง 3.1 เปลี่ยนประตูห้องส้วมพร้อมวงกบ 10 บาน 3.2 เทพื้นทางเท้าคอนกรีตเสริมเหล็ก  ';'24020019';'นายศุภชัยเฑียรกุล';'038527257';;;
'ฉะเชิงเทรา';'บางคล้า';'บางกระเจ็ด';'65466';'63900';'วัดสามแยก';'น้ำท่วมโรงเรียน ถนนเสียหาย ';'1 แห่ง';'ปรับปรุงบริเวณ ถนน - หินคลุก';'24020004';'นายประเทืองเกตุกิ่ง';'038502147';;;
'ฉะเชิงเทรา';'บางคล้า';'หัวไทร';'360112';'351500';'วัดทางข้ามน้อย';'น้ำท่วมโรงเรียน อาคารเรียน ถนน อาคารธนาคารขยะ เสียหาย ';'1 หลัง  1 แห่ง';'1. อาคารเรียน แบบ สปช.105/29 1.1 เปลี่ยนประตูคู่ 4 บาน ขนาด 0.90x2.00 ม.   พร้อมอุปกรณ์ติดตั้ง  1.2 ทาสีกึ่งเงา 1.3. เปลี่ยนไม้อัดลาย 2. ปรับปรุงบริเวณพื้นถนนรอบโรงเรียนและสนามฟุตบอล 3. ปรับโครงสร้างอาคารธนาคารขยะที่ชำรุด';'24020020';'นางสุภานัน เสน่หา';'038516360';;;
'ฉะเชิงเทรา';'บางคล้า';'บางกระเจ็ด';'102450';'100000';'วัดบางกระเจ็ด';'น้ำท่วมโรงเรียน สนาม ภูมิทัศน์ เสียหาย ';'1 แห่ง';'ปรับปรุงบริเวณโรงเรียน ถมดิน';'24020003';'นายสมบัติ  สรวงอนุรักษ์';'038568153';'017623132';'038568153';
'ฉะเชิงเทรา';'บางคล้า';'ปากน้ำ';'65056';'63500';'วัดปากน้ำโจ้โล้';'น้ำท่วมถนนโรงเรียน เสียหาย ';'1 แห่ง';'งานถนน คสล.  - ดินลูกรัง';'24020008';'นายชูชาติ ยังขวัญ';'038541504';'017811261';'038542370';
'ฉะเชิงเทรา';'พนมสารคาม';'เมืองเก่า';'202544';'197700';'ไพบูลย์ประชานุกูล';'น้ำท่วมโรงเรียน ภูมิทัศน์ เสียหาย ';'1 แห่ง';'ปรับปรุงบริเวณโรงเรียน ถมดิน';'24020053';'นายณรงค์  นิยมสุข';'038552079';;;
'ฉะเชิงเทรา';'บางน้ำเปรี้ยว';'โยธะกา';'372816';'363900';'สะแกโดดประชาสรรค์';'อาคารเรียน บริเวณรอบโรงเรียน น้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';' - ถมดินรอบบริเวณ 1,607 ลบม./เปลี่ยนฝ้าเพดานกระเบื้องแผ่นเรียบ โครงคร่าวไม้ 1 ตรม./เชิงชายไม้ปิดลอน 1 ม.,กระเบื้องลอนคู่ 1 ตรม.';'24010081';'นายอมรินทร์ซำสุรีย์';'0818752767';'014283994';'038090093';'Skd37_cha1@hotmail.com'
'ฉะเชิงเทรา';'บ้านโพธิ์';'คลองขุด';'1366581';'1333900';'วัดพนมพนาวาส';'ถนน สนามน้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';' - ถมดินสนาม 1,760 ลบม.,ถมดินหลังอาคาร 880 ลบม.,พื้น คสล.ถนน 207 ตรม.,พื้น คสล.หลังอาคาร 891 ตรม.พื้น คสล.โรงอาหาร 96 ตรม.';'24010132';'นายพเยาว์เกตานนท์';'038583633';;;
'ฉะเชิงเทรา';'บางน้ำเปรี้ยว';'ดอนฉิมพลี';'2234230';'2180800';'เฉลิมช่วงวิทยาทาน';'สนาม โรงอาหาร น้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';' - ถมดินสนาม 1,000 ลบม./ถมทรายโรงอาหาร1,400  ลบม./พื้น คสล.โรงอาหาร2,000 ลบม./ถมทรายอาคารไม้ 1,680 ลบม.พื้นคสล.2400 ตรมบ้านพักครู ถมทราย 34 ตรม. พื้น คสล.48 ตรม./เปลี่ยนเสาตอม่อ 30 ต้น.';'24010055';'นายมงคลอรุณแสงฉาน';'038585499';;;'chw02_cha1@hotmail.com'
'ฉะเชิงเทรา';'บางน้ำเปรี้ยว';'ดอนฉิมพลี';'591649';'577500';'สุเหร่าลำชะล่า';'บริเวณโรงเรียนน้ำท่วมเสียหาย';'1 แห่ง';' - ปรับปรุงซ่อมแซมบริเวณโรงเรียน ปูนซีเมนต์ 300 ลูก,ทราย 100 ลบม.,หิน 100 ลบม.,อิฐบล็อก 3,00 ก้อน,เหล็ก 200 เส้น หินคลุก 20ลบม.,ดินลูกรัง 20 ลบม.';'24010052';'นายบรรหาร   เทียมเมฆ';'018632412';'098864345';;'srll51_cha1@hotmail.com'
'ฉะเชิงเทรา';'บางคล้า';'หัวไทร';'405497';'395800';'วัดลาดบัวขาว';'น้ำท่วมอาคารอเนกประสงค์ ห้องสมุด ส้วม บ้านพักครู เสียหาย ';'1 หลัง  1 แห่ง';'1. ปรับปรุงซ่อมแซมอาคารอเนกประสงค์ 1.1 งานพื้น (ปรับระดับและเทพื้นคอนกรีต  จำนวน 120  ตร.ม.) 1.2. งานทาสี (พื้นที่ 90 ตร.ม. ทารองพื้น และสีจริงรวม 3 ครั้ง) 1.3. งานประตู-หน้าต่าง 2. ปรับปรุงซ่อมแซมห้องสมุด 1. งานพื้น (เทพื้นคอนกรีตและปูกระเบื้อง  จำนวน 90  ตร.ม.) 2. งานทาสี (พื้นที่ 90 ตร.ม. ทารองพื้น และสีจริงรวม 3 ครั้ง) 3. งานประตู - หน้าต่าง 3. ปรับปรุงซ่อมแซมห้องสมุด 3.1 งานพื้น (ปรับระดับและเทพื้นคอนกรีต  จำนวน 220  ตร.ม.) 4. ปรับปรุงซ่อมแซมส้วม 4.1 งานพื้น (ซ่อมแซมและเทพื้นคอนกรีต  ขนาด 30  ตร.ม.) 4.2 งานทาสี (พื้นที่ 72 ตร.ม. ทารองพื้น และสีจริงรวม 3 ครั้ง) 4.3 งานประตู - หน้าต่าง5. ปรับปรุงซ่อมแซมบ้านพักครู5.1 งานพื้น ปรับระดับและเทพื้นคอนกรีต';'24020018';'นายสุวิทย์ชัยรัตน์';'038527468';;;
'ฉะเชิงเทรา';'ราชสาส์น';'เมืองใหม่';'197729';'193000';'วัดไผ่ขวาง';'น้ำท่วมโรงเรียน ถนน ค.ส.ล. เสียหาย ';'1 แห่ง';'งานถนน คสล. ขนาด 1.20x385x0.20 ม. ';'24020074';'นายบรรจงรักษ์เสาวรักษ์';;;;
'ฉะเชิงเทรา';'พนมสารคาม';'หนองแหน';'321386';'313700';'วัดบึงกระจับ';'น้ำท่วมโรงเรียน สนาม ท่อระบายน้ำ อาคารโรงอาหาร  เสียหาย ';'1 หลัง  1 แห่ง';'ปรับปรุงบริเวณสนาม วางท่อระบายน้ำ  ซ่อมแซม ห้องครัว    ';'24020059';'นางสาวทองสุขเตียรักษา';'038547005';;;
'ฉะเชิงเทรา';'พนมสารคาม';'หนองแหน';'202339';'197500';'วัดดงยาง';'น้ำท่วมรางระบายน้ำ เสียหาย ';'1 แห่ง';'งานรางระบายน้ำ  ค.ส.ล. (แบบรางวี) พร้อมบ่อพัก ความยาว 160 ม.  ';'24020064';'นายกิจจาเนตรเจริญ';'038523014';'038523644';'038523644';
'ฉะเชิงเทรา';'พนมสารคาม';'ท่าถ่าน';'143430';'140000';'วัดดอนทอง';'น้ำท่วมโรงเรียน ถนน สนาม รางระบายน้ำ  เสียหาย ';'1 แห่ง';'1. งานถนน ค.ส.ล.  2. งานปรับปรุงบริเวณถมดิน 3. งานรางระบายน้ำ ค.ส.ล. (แบบรางวี) พร้อมบ่อพัก';'24020044';'นางกัญญา  สละชั่ว';'038836833';;;
'ฉะเชิงเทรา';'บางคล้า';'บางกระเจ็ด';'337470';'329400';'วัดบางกระดาน';'น้ำท่วมโรงเรียน อาคารอเนกประสงค์ อาคารเรียน ส้วม ถนน เสียหาย ';'1 หลัง';'1. ซ่อมแซมอาคารเอนกประสงค์ (สปช. 202/26) 1.1 งานพื้น ปรับระดับและเทพื้นคอนกรีต1.2 งานทาสี พื้นที่ 120 ตร.ม. 2. ซ่อมแซมห้องคอมพิวเตอร์  ขนาด 8 x 15 ม. 2.1 งานพื้น เทพื้นคอนกรีตรอบอาคาร 2.2 งานทาสี พื้นที่ 120 ตร.ม. 3. ถนนทางเข้าโรงเรียน 3.1 งานถมดิน 4. ซ่อมแซมอาคารเรียน  แบบ ป 1 ข 4.1 งานพื้น ( พื้นที่ 432 ตร.ม.) 5. ซ่อมแซมส้วมนักเรียน 5.1 งานพื้น ซ่อมแซมและเทพื้น ปูกระเบื้อง ขนาด 36  ตร.ม.5.2 งานทาสี พื้นที่ 72 ตร.ม.5.3 งานประตู - หน้าต่าง ';'24020005';'นางราตรีโชคพานิชศิริ';'038080063';'089796307';'038080063';'bangkradan school@hotmail.com'
'ฉะเชิงเทรา';'ราชสาส์น';'ดงน้อย';'77042';'75200';'บ้านท่าโพธิ์';'น้ำท่วมโรงเรียน ส้วม โรงเรียน  เสียหาย ';'1 หลัง  1 แห่ง';'1. งานถมดินปรับพื้นที่ ขนาด 4.00*6.00*1.00 ม. 2. งานฐานราก 3. งานคอนกรีตโครงสร้าง 4. งานเหล็กเสริมคอนกรีต 5. งานโครงหลังคาเหล็ก 6. งานหลังคา 7. งานสุขภัณฑ์ห้องน้ำ 8. งานสี 9. งานระบบประปาน้ำทิ้ง 10. งานระบบไฟฟ้า 11. งานบ่อเกรอะน้ำซึม 12. งานผนัง 13. งานพื้น';'24020070';'นายพิสิษฐ์ศุภวัฒน์ธนบดี';;;;
'ฉะเชิงเทรา';'ราชสาส์น';'ดงน้อย';'572388';'558700';'วัดหินดาษ';'น้ำท่วมโรงเรียน สนามกีฬา ถนน รางระบายน้ำ  เสียหาย ';'1 หลัง  1 แห่ง';'1. งานถมดินปรับพื้นที่ สนามกีฬาเอนกประสงค์ ขนาด 30x60 ม.2. งานเทพื้น คสล. ลานเอนกประสงค์ ขนาด 20 x 30 x 0.10 ม.3. งานถนน คสล. ขนาด  4x160x0.10 ม.  4. จัดทำรางระบายน้ำ (ค.ส.ล.)  แบบรางวี ';'24020067';'นายอดุลย์  บุญช่วย';;;;
'ฉะเชิงเทรา';'กิ่งอำเภอคลองเขื่อน';'บางโรง';'461025';'450000';'วัดบางโรง';'น้ำท่วมโรงเรียน อาคารเรียน ห้องสมุด ส้วม โรงเรียนอาหาร  เสียหาย ';'1 หลัง';'1. ซ่อมแซมอาคารเรียน แบบ 008   
2. ปรับปรุงอาคารห้องสมุด  3. ซ่อมแซมอาคารห้องประชุม/โรงอาหาร  4. ปรับปรุงซ่อมแซมส้วม  5. ปรับปรุงอาคารเรียน แบบ สปช.105/29  
6. ซ่อมแซมทางเดินภายในโรงเรียน';'24020162';'นายอุบลพัฒนาภรณ์';'038505050';;;
'ฉะเชิงเทรา';'บ้านโพธิ์';'คลองขุด';'405497';'395800';'วัดลาดบัวขาว';'น้ำท่วมอาคารอเนกประสงค์ ห้องสมุด ส้วม บ้านพักครู เสียหาย ';'1 หลัง  1 แห่ง';'1. ปรับปรุงซ่อมแซมอาคารอเนกประสงค์ 1.1 งานพื้น (ปรับระดับและเทพื้นคอนกรีต  จำนวน 120  ตร.ม.) 1.2. งานทาสี (พื้นที่ 90 ตร.ม. ทารองพื้น และสีจริงรวม 3 ครั้ง) 1.3. งานประตู-หน้าต่าง 2. ปรับปรุงซ่อมแซมห้องสมุด 1. งานพื้น (เทพื้นคอนกรีตและปูกระเบื้อง  จำนวน 90  ตร.ม.) 2. งานทาสี (พื้นที่ 90 ตร.ม. ทารองพื้น และสีจริงรวม 3 ครั้ง) 3. งานประตู - หน้าต่าง 3. ปรับปรุงซ่อมแซมห้องสมุด 3.1 งานพื้น (ปรับระดับและเทพื้นคอนกรีต  จำนวน 220  ตร.ม.) 4. ปรับปรุงซ่อมแซมส้วม 4.1 งานพื้น (ซ่อมแซมและเทพื้นคอนกรีต  ขนาด 30  ตร.ม.) 4.2 งานทาสี (พื้นที่ 72 ตร.ม. ทารองพื้น และสีจริงรวม 3 ครั้ง) 4.3 งานประตู - หน้าต่าง5. ปรับปรุงซ่อมแซมบ้านพักครู5.1 งานพื้น ปรับระดับและเทพื้นคอนกรีต';'24010134';'นายสันทัศน์อรุณสวัสดิ์';'0899394738';;;
'นครนายก';'เมืองนครนายก';'วังกระโจม';'291573';'284600';'ชุมชนบ้านคลองเหมือง';'น้ำท่วมอาคารเรียนและเรือนเพาะชำเสียหาย';'1 หลัง';'ปรับปรุงซ่อมแซม 1.ปรับปรุงซ่อมแซมอาคารเรียนแบบป.1 ข.เปลี่ยนเสา   หลังคา   ฝาผนัง   ฝ้า 2.เรือนเพาะชำ เสา  พื้น  ต้นไม้';'26010036';'นายประจักษ์โพพิจิตร';'037312501';;;
'นครนายก';'เมืองนครนายก';'บ้านใหญ่';'542780';'529800';'โรงเรียนวัดวังไทร';'อาคารเรียน อาคารประกอบ ส้วม และสนามเสียหายจากเหตุการณ์น้ำท่วม';'1 หลัง';'ซ่อมโรงอาหาร ซ่อมสนามวอลเลย์ ซ่อมส้วม สร้างรางระบายน้ำ  ซ่อมพื้น,หลังคา ฝ้าเพดานอาคารเรียน  ';'26010024';'นายณัฐฐฐิฐกาญจน์ม่วงกลิ้ง';'037315095';'087619526';;
'นครนายก';'เมืองนครนายก';'ดงละคร';'54299';'53000';'วัดใหม่บำเพ็ญผล';'น้ำท่วมอาคารเรียนเสียหาย';'1 หลัง';'ปรับปรุงซ่อมแซมพื้นอาคารเรียน ป.1ข ใต้ถุนเตี้ย';'26010007';'นายทวีวัฒน์เชื้อนาค';'037616228';;;
'นครนายก';'ปากพลี';'ท่าเรือ';'530691';'518000';'วัดลำบัวลอย';'ถนนและอาคารอเนกประสงค์เสียหายจากน้ำท่วม';'1 หลัง  1 แห่ง';'ถนนภายในโรงเรียน อาคารเอนกประสงค์ แบบ สปช. 202/26';'26010063';'นายอัครเดชจันลา';'037308037';'081820759';;
'นครนายก';'เมืองนครนายก';'ดอนยอ';'58294';'56900';'วัดดอนยอ';'น้ำท่วมอาคารอเนกประสงค์และส้วมชำรุด';'1 หลัง';'ส้วม แบบ 601/26-ประตู วงกบ อาคารอเนกประสงค์แบบ สปช.203/26  -ประตูเหล็กพร้อมแผงบังตา อาคารเรียนแบบ ป.1 ข -ประตู  วงกบ';'26010013';'นางสาวสุภาพรวงษ์เหรียญทอง';'037308118';;;
'นครนายก';'ปากพลี';'ท่าเรือ';'223546';'218200';'วัดแขมโค้ง';'ถนน  สนามวอลเลย์ และห้องส้วมถุกน้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';'ปรับปรุงซ่อมแซมถนนทางเดิน สนามวอลเลย์ ห้องส้วม';'26010064';'นางสาวอุษณีย์รักซ้อน';'037300512';'081384631';;
'ฉะเชิงเทรา';'ราชสาส์น';'เมืองใหม่';'345769';'337500';'วัดแสนภุมราวาส';'น้ำท่วมโรงเรียน อาคารเรียน สนามกีฬา  เสียหาย ';'1 หลัง  1 แห่ง';'ปรับปรุงซ่อมแซมสนามกีฬาและลานออกกำลังกาย ซ่อมแซมเสาตอม่ออาคารเรียน';'24020072';'นาย?????????????????????????';'0817811314';'086088965';;
'ฉะเชิงเทรา';'กิ่งอำเภอคลองเขื่อน';'คลองเขื่อน';'278664';'272000';'วัดคลองเขื่อน';'น้ำท่วมโรงเรียน อาคารเรียน ส้วม สนามเด็กเล่น  เสียหาย ';'1 หลัง';'1. อาคารเรียน ป.02 พื้นไม้เนื้อแข็งเข้าลิ้นวางบนตงไม้เนื้อแข็ง ไม้ฝาไม้ยาง 6 มม เคร่าไม้เนื้อแข็ง สองด้าน ประตูบานไม้เนื้อแข็ง สองบาน  ขนาด 0.60 x 1.80 ม. พร้อมอุปกรณ์ 2. อาคารประกอบ ประตูบานไม้เนื้อแข็ง สองบาน ขนาด 0.60 x 1.80 ม. พร้อมอุปกรณ์ ไม้ฝาไม้ยาง 6 มม.  เคร่าไม้เนื้อแข็ง สองด้าน พร้อมอุปกรณ์ 3. ส้วม ประตูบานไม้เนื้อแข็ง  ขนาด 0.60 x 1.80 ม. พร้อมอุปกรณ์ ประตู PVC บานเรียบ ขนาด 0.60 ม. x 1.80 ม. ทางเท้า หนา  10 ซม. 4. สนามเด็กเล่น  หินย่อยเบอร์ 1 งานสี ทาสีน้ำอครีลิค   ทาน้ำมันเคลือบแข็งพื้นไม้';'24020156';'นางสำราญ ไทยนิยม';'0819263164';'086318266';'038080074';
'ฉะเชิงเทรา';'กิ่งอำเภอคลองเขื่อน';'บางตลาด';'112900';'110200';'ราษฎรนุกูล';'น้ำท่วมโรงเรียน อาคารเรียน บริเวณโรงเรียน  เสียหาย ';'1 หลัง  1 แห่ง';'1. ปรับปรุงบริเวณโรงเรียน ถมหินคลุก 
2. ทาสีฝาผนังอาคารเรียน 3 หลัง';'24020158';'นายปัญญา  เจริญวัฒนะ';'0818891370';;;
'ฉะเชิงเทรา';'เมืองฉะเชิงเทรา';'บางตีนเป็ด';'143430';'140000';'วัดดอนทอง';'น้ำท่วมโรงเรียน ถนน สนาม รางระบายน้ำ  เสียหาย ';'1 แห่ง';'1. งานถนน ค.ส.ล.  2. งานปรับปรุงบริเวณถมดิน 3. งานรางระบายน้ำ ค.ส.ล. (แบบรางวี) พร้อมบ่อพัก';'24010026';'นายบุญเลิศค่อนสอาด';'038824398';'038824399';'038822301';'donthong@hotmail.com'
'นครนายก';'บ้านนา';'บ้านนา';'209715';'204700';'วัดทองย้อย(วุฒิกรประชานุกูล)';'รั้วคอนกรีตพัง ดินริมคลองทรุดตัว น้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';'ปรับปรุงซ่อมแซม 1.รั้วคอนกรีต  ริมคลองบ้านนา 2.ถมดินริมคลอง 3.ดูดส้วม 4.ประตูห้องวิทย์ 5.ทาสีอาคารเรียน';'26010089';'นายสุเทพสุขชม';'037381822';;'037381822';
'นครนายก';'บ้านนา';'ทองหลาง';'101733';'99300';'บ้านคลอง 30';'อาคารเรียน อาคารประกอบ และ ถนน ถูกน้ำท่วมเสียหาย';'1 หลัง';'ปรับปรุงซ่อมแซม 1.เปลี่ยนบานประตูไม้อาคารเรียนแบบ สปช.105/29 2.เปลี่ยนบานประตูไม้ ส้วม แบบ สปช.601/26 3.ปรับปรุงซ่อมแซมถนนหน้าอาคาร อเนกประสงค์ 4.ปรับปรุงซ่อมแซมลานอเนกประสงค์';'26010079';'นายสมศักดิ์  รุ่งเรือง';'019402995';'037308145';;
